date,day_of_data,day_of_week,direction_of_travel_name,fips_state_code,functional_classification_name,month_of_data,station_id,traffic_volume_counted_after_0000_to_0100,traffic_volume_counted_after_0100_to_0200,traffic_volume_counted_after_0200_to_0300,traffic_volume_counted_after_0300_to_0400,traffic_volume_counted_after_0400_to_0500,traffic_volume_counted_after_0500_to_0600,traffic_volume_counted_after_0600_to_0700,traffic_volume_counted_after_0700_to_0800,traffic_volume_counted_after_0800_to_0900,traffic_volume_counted_after_0900_to_1000,traffic_volume_counted_after_1000_to_1100,traffic_volume_counted_after_1100_to_1200,traffic_volume_counted_after_1200_to_1300,traffic_volume_counted_after_1300_to_1400,traffic_volume_counted_after_1400_to_1500,traffic_volume_counted_after_1500_to_1600,traffic_volume_counted_after_1600_to_1700,traffic_volume_counted_after_1700_to_1800,traffic_volume_counted_after_1800_to_1900,traffic_volume_counted_after_1900_to_2000,traffic_volume_counted_after_2000_to_2100,traffic_volume_counted_after_2100_to_2200,traffic_volume_counted_after_2200_to_2300,traffic_volume_counted_after_2300_to_2400,year_of_data,month_name_of_data,day_name_of_week,sum_of_traffic_on_this_date,state_names,state_names_full
9/28/15,28,2,North,13,Urban,9,308,316,191,133,161,269,579,886,1172,1349,1074,1080,1074,1136,1235,1407,1588,1493,1324,1417,1055,836,726,552,420,15,September,Monday,21473,GA,Georgia
9/29/15,29,3,East,36,Urban,9,4483,7,7,1,2,23,54,179,235,211,239,241,278,277,268,285,331,386,287,167,127,99,72,21,14,15,September,Tuesday,3811,NY,New York
9/30/15,30,4,South,6,Urban,9,116850,384,222,171,325,790,2417,5386,8118,8374,6839,4754,4386,4415,4191,4489,6065,8021,8193,7491,4437,2548,1886,1380,750,15,September,Wednesday,96032,CA,California
9/30/15,30,4,West,53,Rural,9,S840AA,0,0,1,0,1,1,1,4,3,4,5,9,22,29,51,69,41,38,35,30,7,0,1,0,15,September,Wednesday,352,WA,Washington
10/1/15,1,5,East,51,Rural: Local System,10,190093,3,6,1,2,7,45,151,247,133,94,86,75,105,113,140,123,173,175,93,42,22,20,18,9,15,October,Thursday,1883,VA,Virginia
10/1/15,1,5,North,13,Urban,10,336,52,28,27,25,61,154,343,503,460,321,261,277,277,353,473,343,503,777,488,344,276,232,132,111,15,October,Thursday,6821,GA,Georgia
10/2/15,2,6,South,55,Urban,10,50341,46,36,33,41,88,169,284,429,347,367,351,393,381,503,506,635,792,759,524,352,343,356,253,148,15,October,Friday,8136,WI,Wisconsin
10/3/15,3,7,South,12,Rural,10,360118,120,54,64,60,85,111,212,288,383,473,566,545,549,528,525,514,507,476,404,320,270,205,220,347,15,October,Saturday,7826,FL,Florida
10/3/15,3,7,South,33,Urban,10,297004,52,28,15,22,22,49,115,209,292,355,436,509,505,496,494,528,474,462,397,304,218,250,173,120,15,October,Saturday,6525,NH,New Hampshire
10/3/15,3,7,South,35,Rural,10,K10900,4,1,0,2,1,7,4,3,7,13,11,13,11,9,10,11,3,9,23,5,5,3,1,2,15,October,Saturday,158,NM,New Mexico
10/3/15,3,7,North,10,Rural,10,8028,53,28,24,30,39,77,95,157,219,254,262,342,320,344,328,456,400,355,308,219,166,141,138,98,15,October,Saturday,4853,DE,Delaware
10/3/15,3,7,West,16,Urban,10,161,86,60,52,28,40,64,133,179,229,263,357,432,452,494,545,503,539,494,428,319,325,264,211,227,15,October,Saturday,6724,ID,Idaho
10/4/15,4,1,West,39,Rural,10,779,7,3,1,6,1,8,31,19,34,99,130,100,149,129,124,138,145,130,126,85,55,47,23,7,15,October,Sunday,1597,OH,Ohio
10/4/15,4,1,North,36,Urban: Collector,10,3480,35,28,14,12,8,11,19,50,65,149,200,264,269,278,272,279,278,231,199,184,116,106,38,35,15,October,Sunday,3140,NY,New York
10/5/15,5,2,East,28,Urban,10,301505,272,242,128,231,638,598,722,769,769,715,774,764,806,823,829,875,945,873,716,533,522,441,334,288,15,October,Monday,14607,MS,Mississippi
10/5/15,5,2,South,41,Rural,10,6009,24,22,34,37,86,160,267,360,392,394,440,454,570,587,638,719,720,691,409,302,186,134,86,50,15,October,Monday,7762,OR,Oregon
10/5/15,5,2,East,29,Rural,10,5552,1,2,1,3,7,17,84,172,128,135,137,138,128,154,168,192,219,180,79,57,55,31,14,4,15,October,Monday,2106,MO,Missouri
10/5/15,5,2,West,1,Rural,10,46,13,6,6,7,31,41,64,75,73,84,80,84,91,89,120,128,115,106,77,44,36,27,17,8,15,October,Monday,1422,AL,Alabama
10/6/15,6,3,North,35,Urban,10,LC0800,15,9,5,7,12,37,84,250,196,153,160,143,164,160,201,266,232,195,144,75,42,37,36,30,15,October,Tuesday,2653,NM,New Mexico
10/7/15,7,4,East,39,Urban,10,582,71,39,43,88,161,548,1127,1368,1001,759,683,632,666,736,757,817,902,874,793,542,487,470,266,172,15,October,Wednesday,14002,OH,Ohio
10/7/15,7,4,West,4,Rural,10,102287,14,6,4,6,12,48,71,88,91,129,122,122,111,88,99,85,87,77,62,39,43,28,18,13,15,October,Wednesday,1463,AZ,Arizona
10/7/15,7,4,West,4,Rural,10,100193,125,112,110,115,110,147,216,276,359,331,410,451,465,439,458,383,379,309,278,258,237,164,186,144,15,October,Wednesday,6462,AZ,Arizona
10/7/15,7,4,South,12,Urban,10,870258,131,78,59,36,52,101,336,449,456,427,329,372,356,369,411,420,434,464,438,450,412,299,306,247,15,October,Wednesday,7432,FL,Florida
10/7/15,7,4,East,51,Urban,10,40609,83,72,49,36,86,222,457,519,429,349,368,574,505,458,531,604,928,795,617,447,458,278,197,147,15,October,Wednesday,9209,VA,Virginia
10/7/15,7,4,South,49,Urban,10,316,48,31,28,46,128,352,684,908,714,526,501,554,539,546,551,694,705,739,589,452,423,260,148,72,15,October,Wednesday,10238,UT,Utah
10/7/15,7,4,South,6,Urban,10,119030,1047,608,484,338,399,1272,2304,3514,3064,3200,3565,4257,4779,5498,7512,7005,6703,6675,5968,4371,3358,3172,2559,2024,15,October,Wednesday,83676,CA,California
10/8/15,8,5,West,6,Urban,10,129130,1350,1182,1252,2551,7291,8952,8549,8484,8895,9013,8382,8209,8251,9138,10282,11374,10669,10534,9593,7617,5649,4804,3714,2298,15,October,Thursday,168033,CA,California
10/8/15,8,5,East,36,Urban,10,3342,9,7,4,3,4,9,28,51,83,162,181,293,400,331,290,279,366,355,300,234,128,67,40,23,15,October,Thursday,3647,NY,New York
10/9/15,9,6,North,12,Rural,10,470365,5,7,4,5,14,42,65,75,46,55,57,51,50,70,81,90,87,61,59,31,28,61,22,15,15,October,Friday,1081,FL,Florida
10/9/15,9,6,West,54,Rural,10,54,16,12,4,14,12,25,59,125,109,129,146,130,158,140,173,187,213,157,134,98,75,41,20,25,15,October,Friday,2202,WV,West Virginia
10/9/15,9,6,East,44,Rural,10,110031,29,11,6,17,25,78,130,129,97,81,101,112,106,117,112,141,131,153,124,100,59,40,31,25,15,October,Friday,1955,RI,Rhode Island
10/9/15,9,6,South,12,Urban,10,40145,26,19,39,29,39,84,131,149,152,160,159,167,175,159,195,183,186,177,185,124,91,60,42,41,15,October,Friday,2772,FL,Florida
10/9/15,9,6,North,39,Rural,10,769,25,12,19,23,60,192,301,386,269,204,192,202,246,220,287,345,291,280,205,157,108,109,106,39,15,October,Friday,4278,OH,Ohio
10/10/15,10,7,South,55,Rural,10,210001,12,10,8,9,11,11,30,46,67,111,141,143,108,101,120,86,100,89,73,56,27,21,22,12,15,October,Saturday,1414,WI,Wisconsin
10/10/15,10,7,South,39,Urban,10,709,87,44,35,29,53,169,312,212,210,248,269,309,304,301,376,317,333,354,291,251,227,206,145,106,15,October,Saturday,5188,OH,Ohio
10/10/15,10,7,North,48,Rural,10,103,35,18,5,10,14,23,40,79,149,165,223,211,219,182,236,207,189,217,181,202,149,148,75,125,15,October,Saturday,3102,TX,Texas
10/11/15,11,1,East,12,Urban,10,100372,162,91,74,71,50,51,110,164,250,381,532,544,620,472,484,444,419,423,433,345,311,255,308,124,15,October,Sunday,7118,FL,Florida
10/11/15,11,1,North,44,Urban,10,280273,338,237,200,117,103,153,312,475,669,837,929,1145,1286,1303,1272,1296,1279,1091,947,881,850,686,636,417,15,October,Sunday,17459,RI,Rhode Island
10/11/15,11,1,South,34,Urban,10,S02120,331,221,149,123,112,141,199,279,414,567,667,746,774,846,879,1011,1065,1041,1015,947,687,553,417,313,15,October,Sunday,13497,NJ,New Jersey
10/12/15,12,2,South,34,Urban,10,S02120,211,124,100,110,183,458,734,1007,1033,860,764,863,951,924,983,1023,1103,1111,1110,935,777,652,435,320,15,October,Monday,16771,NJ,New Jersey
10/12/15,12,2,South,13,Rural,10,205,167,98,82,118,305,862,866,865,763,848,901,963,1085,1243,1425,1240,1311,1243,788,603,536,439,428,248,15,October,Monday,17427,GA,Georgia
10/12/15,12,2,North,6,Rural,10,116720,199,162,167,189,338,507,428,454,329,323,313,367,385,395,394,481,477,436,366,317,287,295,187,146,15,October,Monday,7942,CA,California
10/12/15,12,2,Southeast,16,Urban,10,2,8,6,3,12,37,92,170,204,197,255,216,231,234,284,319,292,347,255,205,167,97,75,59,33,15,October,Monday,3798,ID,Idaho
10/13/15,13,3,North,40,Rural,10,AVC053,7,1,5,0,4,19,36,129,73,54,54,94,84,65,81,85,81,114,79,42,36,13,12,9,15,October,Tuesday,1177,OK,Oklahoma
10/13/15,13,3,South,10,Rural,10,8141,3,5,1,7,9,22,53,51,34,45,48,30,57,40,68,60,99,91,66,47,32,21,15,7,15,October,Tuesday,911,DE,Delaware
10/13/15,13,3,North,39,Urban,10,619,60,40,31,31,100,273,788,894,714,827,702,580,586,610,748,719,740,755,542,422,392,285,231,87,15,October,Tuesday,11157,OH,Ohio
10/13/15,13,3,North,28,Urban,10,241720,54,31,16,22,31,45,136,290,282,275,377,475,463,422,506,719,957,861,377,279,227,153,88,93,15,October,Tuesday,7179,MS,Mississippi
10/13/15,13,3,South,49,Urban,10,315,54,33,34,78,232,924,2064,2119,1893,1352,1133,1102,1081,1052,1178,1344,1347,1356,1001,666,462,331,221,92,15,October,Tuesday,21149,UT,Utah
10/13/15,13,3,South,5,Rural,10,370001,2,9,1,7,8,16,30,52,38,30,37,20,34,30,33,25,32,33,26,18,19,7,8,5,15,October,Tuesday,520,AR,Arkansas
10/14/15,14,4,South,49,Rural,10,319,4,3,4,4,8,13,54,103,126,135,128,124,128,145,185,239,321,403,291,167,85,59,25,21,15,October,Wednesday,2775,UT,Utah
10/14/15,14,4,South,36,Urban,10,1130,4,5,2,1,7,80,616,1420,1460,592,355,395,365,388,470,618,708,1148,508,283,189,92,61,24,15,October,Wednesday,9791,NY,New York
10/14/15,14,4,North,48,Urban,10,508,98,67,73,133,579,1235,1075,877,699,744,837,924,742,877,960,1267,1556,1817,1162,803,541,346,226,138,15,October,Wednesday,17776,TX,Texas
10/14/15,14,4,North,15,Urban,10,3,39,20,30,62,170,472,914,1088,986,928,966,848,855,836,930,924,910,765,613,394,293,246,143,72,15,October,Wednesday,13504,HI,Hawaii
10/14/15,14,4,East,6,Rural,10,22080,16,11,20,12,17,42,81,101,148,139,143,179,155,182,219,230,215,227,169,119,72,65,40,11,15,October,Wednesday,2613,CA,California
10/14/15,14,4,North,19,Rural,10,274,2,3,2,1,6,17,44,75,49,48,59,75,80,90,92,161,174,146,85,33,30,12,7,7,15,October,Wednesday,1298,IA,Iowa
10/14/15,14,4,South,28,Urban,10,241720,124,87,76,93,124,487,884,1087,831,758,833,854,884,862,843,881,848,865,756,551,393,293,265,175,15,October,Wednesday,13854,MS,Mississippi
10/15/15,15,5,South,16,Urban,10,308,6,16,6,9,11,37,86,214,208,242,229,325,325,232,312,279,225,209,125,86,50,22,18,11,15,October,Thursday,3283,ID,Idaho
10/15/15,15,5,South,12,Rural,10,360118,88,71,82,73,165,231,408,590,503,478,505,523,538,536,579,580,620,555,460,418,281,248,185,133,15,October,Thursday,8850,FL,Florida
10/15/15,15,5,West,39,Rural,10,783,9,2,5,6,31,80,249,286,198,130,135,117,156,154,137,181,211,207,117,60,45,50,30,18,15,October,Thursday,2614,OH,Ohio
10/15/15,15,5,West,28,Urban,10,610570,141,106,118,128,166,425,1163,1750,1316,981,865,903,954,958,982,477,160,186,593,642,561,412,392,299,15,October,Thursday,14678,MS,Mississippi
10/16/15,16,6,South,1,Urban,10,410,142,85,127,136,226,402,646,779,727,680,769,808,936,962,1104,1295,1430,1265,952,744,605,602,443,302,15,October,Friday,16167,AL,Alabama
10/16/15,16,6,East,40,Rural,10,AVC036,74,64,41,35,74,93,170,219,272,262,308,336,361,392,431,436,453,505,463,395,353,279,253,156,15,October,Friday,6425,OK,Oklahoma
10/16/15,16,6,South,24,Urban: Collector,10,0P0091,2,5,2,4,9,22,63,79,59,51,39,51,45,40,58,57,57,78,64,36,27,25,12,10,15,October,Friday,895,MD,Maryland
10/16/15,16,6,South,28,Rural,10,300460,10,24,22,88,181,237,197,215,150,169,187,189,218,192,197,206,193,226,206,141,118,175,136,48,15,October,Friday,3725,MS,Mississippi
10/16/15,16,6,East,20,Urban,10,9LVN63,119,89,79,57,93,156,326,533,589,554,668,760,816,809,825,851,826,839,780,594,518,467,342,269,15,October,Friday,11959,KS,Kansas
10/16/15,16,6,West,51,Urban,10,665590,42,34,19,15,23,75,228,443,435,214,181,200,220,266,258,281,246,259,297,254,156,160,127,111,15,October,Friday,4544,VA,Virginia
10/17/15,17,7,West,12,Urban,10,580261,92,63,27,23,39,80,266,406,556,746,829,796,748,780,778,863,772,746,734,479,393,331,345,212,15,October,Saturday,11104,FL,Florida
10/17/15,17,7,West,40,Urban,10,WIM003,140,109,97,132,239,456,565,663,788,907,921,919,983,946,932,938,969,974,750,590,493,383,359,170,15,October,Saturday,14423,OK,Oklahoma
10/17/15,17,7,South,4,Rural,10,100846,13,7,6,3,4,12,31,39,48,83,99,99,70,77,97,99,93,71,50,58,36,26,26,15,15,October,Saturday,1162,AZ,Arizona
10/17/15,17,7,East,8,Rural,10,15,47,18,13,26,31,76,106,144,252,310,319,351,356,351,368,363,447,386,381,286,207,157,110,66,15,October,Saturday,5171,CO,Colorado
10/17/15,17,7,South,10,Rural,10,8073,67,45,27,45,71,78,147,178,225,309,322,369,382,336,394,375,363,356,347,214,183,157,138,93,15,October,Saturday,5221,DE,Delaware
10/17/15,17,7,North,6,Urban,10,35620,197,108,90,55,105,192,290,274,359,485,608,634,729,762,703,771,750,731,716,588,544,427,395,308,15,October,Saturday,10821,CA,California
10/18/15,18,1,East,12,Urban,10,489949,184,149,97,125,147,176,289,442,649,801,808,825,889,882,886,900,886,814,654,578,480,360,273,167,15,October,Sunday,12461,FL,Florida
10/18/15,18,1,Southeast,15,Urban,10,400,70,54,43,52,43,109,286,428,622,709,707,676,567,529,627,649,760,730,661,423,277,260,249,140,15,October,Sunday,9671,HI,Hawaii
10/18/15,18,1,South,53,Urban,10,R082SA,206,155,123,121,94,135,161,277,516,954,1207,1259,1236,1216,1086,1161,1276,1362,1092,850,777,505,353,156,15,October,Sunday,16278,WA,Washington
10/18/15,18,1,South,19,Rural,10,260,12,5,5,1,3,11,18,34,50,65,79,72,87,108,81,79,92,85,75,50,34,28,9,12,15,October,Sunday,1095,IA,Iowa
10/18/15,18,1,North,39,Urban,10,611,232,195,114,58,77,165,224,297,536,954,1250,1222,1048,936,908,883,913,967,838,707,540,385,260,139,15,October,Sunday,13848,OH,Ohio
10/19/15,19,2,East,1,Urban,10,34,19,20,12,8,13,27,149,219,229,217,272,388,399,331,384,454,664,564,252,183,127,114,77,40,15,October,Monday,5162,AL,Alabama
10/19/15,19,2,North,39,Urban,10,577,75,56,50,94,323,988,1673,1873,1552,1242,1023,996,1012,1045,1096,1182,1199,1406,1062,729,580,511,356,180,15,October,Monday,20303,OH,Ohio
10/19/15,19,2,North,51,Rural,10,20385,43,28,20,25,52,177,363,508,535,404,441,487,516,540,637,691,632,646,531,408,298,178,145,116,15,October,Monday,8421,VA,Virginia
10/20/15,20,3,South,54,Rural,10,19,3,3,3,1,11,28,67,131,62,56,38,43,63,47,59,57,68,76,52,53,27,17,7,4,15,October,Tuesday,976,WV,West Virginia
10/20/15,20,3,West,56,Urban,10,00118W,3,2,2,7,20,36,91,166,152,152,163,197,232,208,193,174,192,150,126,80,46,33,10,8,15,October,Tuesday,2443,WY,Wyoming
10/20/15,20,3,North,55,Urban,10,130123,6,8,12,15,64,244,739,933,619,412,314,296,314,359,400,561,730,776,543,216,124,88,42,37,15,October,Tuesday,7852,WI,Wisconsin
10/21/15,21,4,East,38,Rural,10,239,30,18,18,25,22,53,91,155,180,187,194,202,188,219,220,195,251,275,232,165,122,90,59,40,15,October,Wednesday,3231,ND,North Dakota
10/21/15,21,4,West,36,Urban,10,342,24,10,3,9,18,160,563,555,591,444,328,325,324,335,329,409,463,511,489,287,180,193,80,37,15,October,Wednesday,6667,NY,New York
10/21/15,21,4,West,36,Urban,10,586,540,207,113,76,215,1050,1887,1872,1314,1527,1536,1527,1436,1538,1612,1841,1379,1380,1499,1705,1531,1231,1115,909,15,October,Wednesday,29040,NY,New York
10/21/15,21,4,North,33,Urban,10,169086,9,7,8,4,13,33,191,235,287,228,288,326,316,271,339,375,473,348,229,130,88,72,41,24,15,October,Wednesday,4335,NH,New Hampshire
10/21/15,21,4,South,27,Rural,10,164,17,12,12,21,44,121,173,197,204,217,190,233,230,241,278,316,265,213,134,92,83,54,25,17,15,October,Wednesday,3389,MN,Minnesota
10/22/15,22,5,South,35,Urban,10,B12200,17,8,5,6,9,28,78,149,162,147,165,165,203,187,174,191,208,226,184,150,99,58,53,37,15,October,Thursday,2709,NM,New Mexico
10/22/15,22,5,East,51,Urban,10,90106,447,242,162,302,1011,3009,3419,3197,3328,3552,3351,3270,3269,3045,3120,3275,3594,3685,3350,2989,2449,2002,1447,862,15,October,Thursday,58377,VA,Virginia
10/22/15,22,5,North,13,Urban,10,336,153,90,65,88,138,438,771,880,864,881,1156,1093,1220,1396,1565,1659,1705,1553,1417,1207,946,699,510,389,15,October,Thursday,20883,GA,Georgia
10/24/15,24,7,South,1,Urban,10,56,91,66,29,34,26,26,54,92,191,291,412,545,642,631,628,699,655,528,402,348,304,408,488,424,15,October,Saturday,8014,AL,Alabama
10/24/15,24,7,North,12,Urban,10,100373,56,34,36,37,46,105,179,224,317,284,272,284,300,311,298,277,242,235,223,176,144,115,148,145,15,October,Saturday,4488,FL,Florida
10/24/15,24,7,West,13,Urban,10,82,36,20,14,15,18,44,35,79,68,83,101,147,160,152,123,144,138,121,113,113,89,70,55,46,15,October,Saturday,1984,GA,Georgia
10/25/15,25,1,North,41,Rural,10,17001,109,72,67,53,75,115,147,274,406,621,727,906,871,933,1046,967,847,737,624,497,376,243,169,134,15,October,Sunday,11016,OR,Oregon
10/25/15,25,1,West,53,Rural,10,B02AAA,121,62,31,35,42,91,104,133,164,270,342,365,427,415,438,428,440,414,338,300,205,187,106,77,15,October,Sunday,5535,WA,Washington
10/25/15,25,1,East,40,Urban,10,AVC012,24,18,9,5,16,69,60,51,81,97,123,169,187,232,174,96,76,88,49,42,43,37,31,23,15,October,Sunday,1800,OK,Oklahoma
10/25/15,25,1,South,13,Urban,10,317,418,330,299,278,315,360,412,454,601,752,897,915,1117,1206,1140,1070,1009,1080,1119,954,809,649,526,356,15,October,Sunday,17066,GA,Georgia
10/25/15,25,1,West,28,Urban,10,240120,87,49,34,35,30,51,69,120,129,134,123,189,210,233,255,256,235,195,181,132,102,81,74,64,15,October,Sunday,3068,MS,Mississippi
10/26/15,26,2,North,39,Urban,10,758,110,72,49,74,122,392,723,835,831,667,674,663,727,778,838,996,1119,1110,797,585,447,359,256,159,15,October,Monday,13383,OH,Ohio
10/26/15,26,2,South,39,Urban,10,544,34,14,8,12,30,98,270,505,386,238,184,210,220,217,229,276,307,257,215,172,122,90,80,76,15,October,Monday,4250,OH,Ohio
10/26/15,26,2,East,22,Rural,10,1,22,14,22,14,12,52,125,229,234,238,281,372,395,389,432,577,635,701,436,291,201,128,86,65,15,October,Monday,5951,LA,Louisiana
10/26/15,26,2,South,55,Urban,10,370001,4,1,4,11,54,133,255,417,317,310,388,385,364,390,492,583,717,604,310,183,124,51,36,16,15,October,Monday,6149,WI,Wisconsin
10/26/15,26,2,North,36,Rural,10,6340,7,4,1,7,12,32,60,93,84,111,116,111,106,126,144,164,167,149,103,71,49,32,22,13,15,October,Monday,1784,NY,New York
10/26/15,26,2,East,40,Urban,10,AVC018,10,3,6,8,53,185,537,920,529,260,232,236,243,240,296,316,356,306,213,154,113,46,36,22,15,October,Monday,5320,OK,Oklahoma
10/26/15,26,2,South,12,Urban,10,460308,28,20,25,23,79,178,470,941,747,587,595,587,608,602,613,638,557,450,360,227,150,102,71,54,15,October,Monday,8712,FL,Florida
10/26/15,26,2,East,12,Urban,10,870383,153,115,97,78,66,110,245,182,210,248,187,236,259,270,317,315,335,390,334,221,144,151,199,145,15,October,Monday,5007,FL,Florida
10/26/15,26,2,South,51,Rural,10,120016,210,156,159,188,215,411,574,867,1024,1038,1137,1319,1276,1320,1403,1462,1532,1581,1121,894,780,583,495,354,15,October,Monday,20099,VA,Virginia
10/26/15,26,2,East,51,Rural,10,40044,195,113,106,156,233,611,1503,2355,1957,1333,1193,1201,1191,1187,1216,1344,1596,1460,1118,791,517,374,310,240,15,October,Monday,22300,VA,Virginia
10/27/15,27,3,East,36,Urban,10,9582,13,3,8,3,17,47,95,158,151,151,141,184,193,219,217,238,278,250,154,130,84,56,21,14,15,October,Tuesday,2825,NY,New York
10/27/15,27,3,North,55,Rural,10,226121,11,12,10,5,22,49,73,142,78,82,75,80,101,72,105,103,114,111,65,44,27,26,23,13,15,October,Tuesday,1443,WI,Wisconsin
10/27/15,27,3,East,40,Urban,10,AVC004,15,19,8,31,57,188,380,524,384,286,329,320,314,274,347,369,423,455,394,265,155,99,44,35,15,October,Tuesday,5715,OK,Oklahoma
10/27/15,27,3,East,39,Urban,10,707,252,217,183,202,231,329,591,702,736,741,719,757,798,809,892,1012,1051,1014,889,677,566,520,416,313,15,October,Tuesday,14617,OH,Ohio
10/27/15,27,3,North,39,Urban,10,624,183,170,174,159,218,323,481,637,554,529,564,587,617,642,666,734,746,804,646,512,449,385,320,209,15,October,Tuesday,11309,OH,Ohio
10/27/15,27,3,North,1,Rural,10,916,59,67,70,79,101,183,263,356,400,375,452,439,415,408,387,420,440,403,322,245,192,176,126,109,15,October,Tuesday,6487,AL,Alabama
10/28/15,28,4,South,53,Rural,10,R111AA,3,0,0,5,12,76,228,252,122,64,56,49,44,46,37,82,96,89,39,11,17,7,7,2,15,October,Wednesday,1344,WA,Washington
10/28/15,28,4,North,35,Rural,10,CARBAD,2,1,2,0,2,4,1,9,2,6,20,11,8,15,13,14,23,11,8,4,4,2,1,1,15,October,Wednesday,164,NM,New Mexico
10/28/15,28,4,South,41,Urban,10,26018,902,595,508,600,938,2120,3879,4599,4501,4668,4177,3527,4505,4707,3797,4632,4829,4684,4399,3549,3146,3275,2467,1568,15,October,Wednesday,76572,OR,Oregon
10/28/15,28,4,North,39,Urban,10,758,165,146,107,113,218,665,1542,1833,1764,1532,1288,1216,1137,1355,1341,1545,1428,1524,1261,910,842,687,492,305,15,October,Wednesday,23416,OH,Ohio
10/28/15,28,4,South,36,Rural,10,1512,0,0,3,2,17,192,606,715,481,288,238,261,242,241,322,298,365,330,192,85,63,32,27,18,15,October,Wednesday,5018,NY,New York
10/29/15,29,5,North,56,Rural,10,144,3,4,1,4,10,54,32,17,23,33,41,40,37,36,53,41,45,40,30,10,20,17,8,5,15,October,Thursday,604,WY,Wyoming
10/29/15,29,5,South,32,Urban,10,35240,25,15,17,21,37,91,233,343,229,186,186,202,210,219,263,241,250,249,229,154,110,98,79,49,15,October,Thursday,3736,NV,Nevada
10/29/15,29,5,North,33,Rural,10,489006,35,17,9,12,14,27,107,173,180,199,228,291,343,332,401,568,718,826,492,320,219,158,95,72,15,October,Thursday,5836,NH,New Hampshire
10/30/15,30,6,North,36,Urban,10,7380,31,18,14,16,27,52,146,165,194,241,271,329,335,311,317,415,429,423,403,343,248,185,103,66,15,October,Friday,5082,NY,New York
10/30/15,30,6,North,33,Urban,10,125003,112,29,26,20,15,42,178,351,330,281,348,398,489,477,639,724,724,630,459,385,324,256,201,125,15,October,Friday,7563,NH,New Hampshire
10/30/15,30,6,East-West or Southeast-Northwest combined (ATR stations only),55,Urban,10,380650,5,5,3,4,18,55,51,98,67,75,70,76,87,115,144,143,136,130,132,75,53,35,26,20,15,October,Friday,1623,WI,Wisconsin
10/30/15,30,6,South,12,Urban,10,460308,40,31,16,36,72,182,461,919,773,637,666,744,730,647,697,713,726,684,623,396,276,222,185,117,15,October,Friday,10593,FL,Florida
10/31/15,31,7,Northwest,15,Urban,10,310008,72,47,29,31,48,115,272,381,397,399,493,483,508,568,567,570,528,478,423,295,274,210,144,92,15,October,Saturday,7424,HI,Hawaii
10/31/15,31,7,North,44,Urban,10,350164,291,132,75,54,57,110,314,527,917,1031,1239,1460,1517,1388,1343,1381,1388,1067,752,494,513,466,396,248,15,October,Saturday,17160,RI,Rhode Island
10/31/15,31,7,South,13,Rural,10,13,162,118,61,59,74,136,221,401,861,1121,865,789,676,683,701,698,673,669,531,476,394,329,238,179,15,October,Saturday,11115,GA,Georgia
10/31/15,31,7,East,39,Urban,10,543,27,9,7,4,4,2,10,18,41,81,83,112,108,123,143,136,160,99,79,92,82,71,50,33,15,October,Saturday,1574,OH,Ohio
11/1/15,1,1,West,12,Urban,11,860256,54,39,29,20,11,30,31,71,116,161,187,223,250,229,207,202,219,208,168,132,80,63,51,22,15,November,Sunday,2803,FL,Florida
11/1/15,1,1,North,55,Rural,11,236111,21,12,4,11,27,49,45,52,123,183,200,235,233,203,177,162,162,164,99,65,47,39,28,9,15,November,Sunday,2350,WI,Wisconsin
11/1/15,1,1,West,8,Rural,11,260,10,9,7,7,12,10,20,49,68,134,133,142,148,150,184,188,181,186,125,86,72,41,22,23,15,November,Sunday,2007,CO,Colorado
11/1/15,1,1,North,28,Urban,11,40350,23,13,5,7,13,12,30,41,73,78,108,113,234,171,153,110,120,121,100,95,48,34,39,15,15,November,Sunday,1756,MS,Mississippi
11/1/15,1,1,South,47,Urban,11,553,63,45,24,22,12,19,44,85,116,250,445,469,432,611,573,543,444,460,502,323,235,158,100,75,15,November,Sunday,6050,TN,Tennessee
11/2/15,2,2,North,20,Rural,11,91TFY5,0,0,0,1,2,2,6,5,7,13,5,15,14,17,22,30,17,21,11,4,8,3,1,2,15,November,Monday,206,KS,Kansas
11/2/15,2,2,North,13,Urban,11,327,225,170,156,259,578,1260,1681,1460,1454,1139,1030,1086,1126,1199,1205,1227,1250,1289,1012,831,694,532,456,339,15,November,Monday,21658,GA,Georgia
11/2/15,2,2,East,49,Urban,11,301,11,9,4,10,31,101,378,825,807,527,390,392,410,418,468,515,632,776,385,185,141,119,60,27,15,November,Monday,7621,UT,Utah
11/2/15,2,2,West,39,Urban,11,626,14,1,7,20,47,373,1303,2056,1290,751,553,535,599,606,860,1249,1802,1801,969,429,250,189,97,51,15,November,Monday,15852,OH,Ohio
11/2/15,2,2,West,42,Urban,11,396,20,9,12,13,15,68,96,157,187,226,287,302,337,292,327,322,299,323,196,142,97,83,57,44,15,November,Monday,3911,PA,Pennsylvania
11/2/15,2,2,North,54,Rural,11,16,25,23,6,7,2,6,22,66,67,106,104,86,111,123,136,157,176,238,210,130,77,53,45,28,15,November,Monday,2004,WV,West Virginia
11/2/15,2,2,Southwest,23,Urban,11,5216,13,9,5,13,40,74,165,347,313,368,448,417,456,451,487,476,514,358,271,199,122,81,50,28,15,November,Monday,5705,ME,Maine
